Region,Provider,Yacht ID,Yacht Name,Model,Year Built,Kind,Cabins,Berths,Length (ft),Beam (ft),Draft (ft),Base,Dump Week,Rack Price (€),Net Price (€),Currency,Commission (%),Security Dep (€),Mandatory Extras,Optional Extras,Engine (hp),Fuel Cap (L),Water Cap (L),Displacement (kg),WC / Heads,Nav Equipment,Comfort Equipment,Jan Price (€),Feb Price (€),Mar Price (€),Apr Price (€),May Price (€),Jun Price (€),Jul Price (€),Aug Price (€),Sep Price (€),Oct Price (€),Nov Price (€),Dec Price (€),Security Deposit Source,Photos URL,Detail Page URL,Scraped At,Scrape Status,Price Calendar (JSON)
Sardinia,Yachting in Sardinia,680142480000101933,Bavaria 38,Bavaria 38,2004,Sail boat,3,6,39,13,6,Porto Rotondo / Punta Nuraghe,4 Jul 2026,2570,1439,EUR,15.00,,Starter pack TOMMY: Welcome gift; Bed linen for each cabin; Bath Towel set (1 bath towel + 1 face towel + 1 beach towel for each crew member); 1 Gas Cylinder; Final cleaning): 375.00 € per booking,"Additional gas cylinder: 30.00 € per booking; Canoe: 200.00 € per week; Deposit reduction up to 50ft  (deposit reduced 1000 EUR): 250.00 € per week; Early Boarding - monohulls up to 42ft (embarkation on Sat. at 13pm): 250.00 € per booking; Guaranteed hostess service (compulsory when chosing hostess, searching for 2 alternative CVs with pricing): 150.00 € per booking; Guaranteed skipper service (compulsory when chosing skipper, searching for 2 alternative CVs with pricing): 150.00 € per booking; Hammock: 38.00 € per week; Hostess - quote upon request: 1,250.00 € per week; Late check-out monohulls up to 42ft: 250.00 € per booking; Liferaft (10 pax) - sailing over 3Nm: 300.00 € per booking; Liferaft (6 pax) - sailing over 3Nm: 200.00 € per week; Liferaft (8 pax) - sailing over 3Nm: 250.00 € per week; Outboard engine monohulls: 170.00 € per week; Paddle Board (SUP): 135.00 € per week; Pets on board  - maximum 10 kg (+500€ additional deposit): 185.00 € per booking; Safety Net up to 45 ft: 200.00 € per booking; Skipper for monohulls up to 50&#39;: 1,550.00 € per week; Snorkelling set per person: 25.00 € per week; Transfer Olbia/YiS base by car up to 3 person per way: 65.00 € per booking; Transfer Olbia/YiS base minibus up to 8 person per way: 90.00 € per booking; Luggage deposit (per standard size luggage/per week): 30.00 € per week; Nespresso coffee machine: 50.00 € per week; Deck sunbeds non customized (2 psc): 250.00 € per week; Bed-making service (per 1 cabin) (guaranteed after 18:00): 15.00 € per booking",30,150.00,300.00,8530.00,1,Chart plotter in cockpit,"Teak Cockpit, Electric toilet, Refrigerator, Hydraulic gangway, Inverter, Solar Panels",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/9212791384701933_1697193199887_Bavaria38_Tommy_19.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/924790386901933_Layout_Bavaria_38_.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840510608701933_TO_%281%29.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/7306021339401933_Bavaria-38-Tommy-April-22-2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/7306051339401933_Bavaria-38-Tommy-April-22-3.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/7306081339401933_Bavaria-38-Tommy-April-22-4.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/7306111339401933_Bavaria-38-Tommy-April-22-5.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840540608701933_TO_%281%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840570608701933_TO_%282%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840600608701933_TO_%283%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840630608701933_TO_%285%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/2840660608701933_TO_%286%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/7306141339401933_Tommy-bavaria38-april22-1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922890386901933_tommy_june_2014_13.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922840386901933_tommy_june_2014_14.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922930386901933_tommy_june_2014_15.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922730386901933_tommy_june_2014_2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923090386901933_tommy_june_2014_25.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923130386901933_tommy_june_2014_28.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923170386901933_tommy_june_2014_29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923250386901933_tommy_june_2014_30.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923210386901933_tommy_june_2014_32.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923330386901933_tommy_june_2014_42.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923360386901933_tommy_june_2014_43.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923410386901933_tommy_june_2014_45.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/923440386901933_tommy_june_2014_48.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922770386901933_tommy_june_2014_5.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/922810386901933_tommy_june_2014_9.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=680142480000101933,2026-04-19T00:32:13,ok,
Sardinia,CS Charter ,1069612410000102501,Oceanis 373,Oceanis 373,2005,Sail boat,3,6,37,12,6,Cagliari / Marina di Cagliari,4 Jul 2026,2400,1800,EUR,15.00,1800.0,Final Cleaning &#39;32- &#39;40: 120.00 € per booking; Rubbish collection: 50.00 € per booking,Check in and out / different day than saturday: 60.00 € per booking; Gennaker/spi: 150.00 € per week; Linen - Towels set: 20.00 € per booking; Outboard: 100.00 € per week; Safety net: 130.00 € per booking; SUP: 200.00 € per week; Tehnical assistance (per hour): 50.00 € per booking; Early Check-in: 120.00 € per booking,29,115.00,360.00,,1,,"Refrigerator, Sprayhood, Dinghy",1800.0,1800.0,1800.0,1800.0,1800.0,2400.0,2400.0,2900.0,2160.0,1800.0,1800.0,1800.0,scraper,https://portal.booking-manager.com/bmdoc/1138305240000102501_Oceanis_373_main.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1138305360000102501_Oceanis_373_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1138305910000102501_Oceanis_373_interior.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1830260603902501_Foto2_Ant.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1830290603902501_Foto3_Ant.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1830320603902501_Foto4_Ant.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=1069612410000102501,2026-04-19T00:32:17,ok,"[{""from"": ""01.01.2026"", ""to"": ""16.05.2026"", ""price"": 1800.0, ""currency"": ""EUR""}, {""from"": ""16.05.2026"", ""to"": ""13.06.2026"", ""price"": 2160.0, ""currency"": ""EUR""}, {""from"": ""13.06.2026"", ""to"": ""18.07.2026"", ""price"": 2400.0, ""currency"": ""EUR""}, {""from"": ""18.07.2026"", ""to"": ""22.08.2026"", ""price"": 2900.0, ""currency"": ""EUR""}, {""from"": ""22.08.2026"", ""to"": ""12.09.2026"", ""price"": 2400.0, ""currency"": ""EUR""}, {""from"": ""12.09.2026"", ""to"": ""03.10.2026"", ""price"": 2160.0, ""currency"": ""EUR""}, {""from"": ""03.10.2026"", ""to"": ""31.12.2026"", ""price"": 1800.0, ""currency"": ""EUR""}]"
Sardinia,Yachting in Sardinia,1341585820000101933,Dufour 360 GL,Dufour 360 GL,2018,Sail boat,3,6,34,12,6,Portisco / Marina di Portisco,18 Jul 2026,3310,1953,EUR,15.00,,Starter pack 3: Welcome gift; BBQ; water purifier; Bed linen for each cabin; Bath Towel set (1 bath towel + 1 face towel + 1 beach towel for each crew member); 1 Gas Cylinder; Final cleaning): 375.00 € per booking,"Additional gas cylinder: 30.00 € per booking; Canoe: 200.00 € per week; Deposit reduction up to 50ft  (deposit reduced 1000 EUR): 250.00 € per week; Early Boarding - monohulls up to 42ft (embarkation on Sat. at 13pm): 250.00 € per booking; Guaranteed hostess service (compulsory when chosing hostess, searching for 2 alternative CVs with pricing): 150.00 € per booking; Guaranteed skipper service (compulsory when chosing skipper, searching for 2 alternative CVs with pricing): 150.00 € per booking; Hammock: 38.00 € per week; Hostess - quote upon request: 1,250.00 € per week; Late check-out monohulls up to 42ft: 250.00 € per booking; Liferaft (10 pax) - sailing over 3Nm: 300.00 € per booking; Liferaft (6 pax) - sailing over 3Nm: 200.00 € per week; Liferaft (8 pax) - sailing over 3Nm: 250.00 € per week; Outboard engine monohulls: 170.00 € per week; Paddle Board (SUP): 135.00 € per week; Pets on board  - maximum 10 kg (+500€ additional deposit): 185.00 € per booking; Safety Net up to 45 ft: 200.00 € per booking; Skipper for monohulls up to 50&#39;: 1,550.00 € per week; Snorkelling set per person: 25.00 € per week; Transfer Olbia/YiS base by car up to 3 person per way: 65.00 € per booking; Transfer Olbia/YiS base minibus up to 8 person per way: 90.00 € per booking; Luggage deposit (per standard size luggage/per week): 30.00 € per week; Nespresso coffee machine: 50.00 € per week; Deck sunbeds non customized (2 psc): 250.00 € per week; Bed-making service (per 1 cabin) (guaranteed after 18:00): 15.00 € per booking",30,200.00,200.00,5764.00,1,Chart plotter in cockpit,"Cockpit cushions, Barbecue grill in cockpit, Teak Cockpit, Electric toilet, Refrigerator, Hydraulic gangway, Inverter, Swimming platform",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/3457230608701933_exterior_%288%29.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1341592980000101933_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3687760608701933_EL_Interior_%2816%29.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/9232441384701933_IMG_20231011_123312.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/9232461384701933_IMG_20231011_123705.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/9232481384701933_IMG_20231011_124147.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457310608701933_Interior_%281%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457340608701933_Interior_%2810%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457370608701933_Interior_%2811%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457400608701933_Interior_%2812%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457430608701933_Interior_%2813%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457460608701933_Interior_%2814%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457490608701933_Interior_%282%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457520608701933_Interior_%283%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457550608701933_Interior_%284%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457580608701933_Interior_%285%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457610608701933_Interior_%286%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457640608701933_Interior_%287%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457670608701933_Interior_%288%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457700608701933_Interior_%289%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/15916051567201933_dufour-360-karibu-0282.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/15916081567201933_dufour-360-karibu-0283.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/15915991567201933_dufour-360-karibu-0284.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/15916021567201933_dufour-360-karibu-0290.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/15916111567201933_dufour-360-karibu-0299.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457730608701933_exterior_%281%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457760608701933_exterior_%2811%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457790608701933_exterior_%2812%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457820608701933_exterior_%2813%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457850608701933_exterior_%288%29.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/3457880608701933_exterior_%289%29.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=1341585820000101933,2026-04-19T00:32:22,ok,
Sardinia,NSS Charter,12858280438600260,Bavaria Cr 34,Bavaria Cr 34,2017,Sail boat,3,6,33,11,6,Portisco / Cala dei Sardi,4 Jul 2026,2359,2017,EUR,15.00,,Charter Pack 3cab (Cleaning + Sanification + Bed Linen + First Gas Bottle): 300.00 € per booking; Maddalena Park Ticket up to 39ft.: 60.00 € per week; Dinghy: included in price per booking,"BBQ: 110.00 € per week; Beach Towels: 10.00 € per booking; Damage Waiver (700 EUR deposit - refundable) - not possible for flotillas or charter longer than 2 weeks: 210.00 € per booking; Early Check-in (14:00pm - to be reconfirmed by NSS office): 300.00 € per booking; Inflatable Kayak (to be reconfirmed): 110.00 € per week; Navbow Seascooter (+ deposit 600€ - to be confirmed by NSS): 390.00 € per week; Outboard engine mono: 130.00 € per week; Parking Place(for additional cars the cost is 110€ per week): 90.00 € per week; Safety Net Mono (to be reconfirmed): 160.00 € per booking; Sanification with Ozone: 80.00 € per booking; Second gas bottle: 30.00 € per booking; Small pet on board 30-42: 150.00 € per booking; Snorkeling Equipment Set (mask + flippers): 15.00 € per booking; SUP (to be reconfirmed): 110.00 € per week; Towels Set (small, medium, big): 18.00 € per booking",28,150.00,150.00,5200.00,1,"Autopilot, Chart plotter","Cockpit cushions, Cockpit speakers, Dinghy, Sprayhood, Teak Cockpit, Bimini",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/19098290786700260_Pollux_I01_vistalato.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098340786700260_Pollux_I00_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098390786700260_Pollux_I07_dinette1.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098420786700260_Pollux_I02_poppa.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098450786700260_Pollux_I03_pozzetto.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098480786700260_Pollux_I04_organizer.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098510786700260_Pollux_I05_prua.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098540786700260_Pollux_I06_coperta.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098900786700260_Pollux_I08_dinette2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098930786700260_Pollux_I10_cucina.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098960786700260_Pollux_I11_cabina1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19098990786700260_Pollux_I12_cabina2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/19099020786700260_Pollux_I13_cabina3.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=12858280438600260,2026-04-19T00:32:26,ok,
Sardinia,Carloforte Sail Charter,506950240000100201,Oceanis 34,Oceanis 34,2013,Sail boat,3,6,34,12,6,Cagliari / Marina di Cagliari,18 Jul 2026,2200,2200,EUR,20.00,,End cleaning: 100.00 € per booking; One Way Cagliari Carloforte: 200.00 € per booking; suppl. for charter in Cagliari: 250.00 € per booking; Cagliari extra obligatorio: 250.00 € per booking,"Hostess, babysitter+food: 800.00 € per week; Inverter: 25.00 € per week; Linens-Towels set single (sheets, case, towels): 25.00 € per booking; Outboard: 100.00 € per week; Safety net (if available): 80.00 € per booking; Skipper + food: 1,400.00 € per week; SUP (stand up paddle): 150.00 € per week; Technical assistance (per hour): 30.00 € per booking; Wifi on board: 50.00 € per week; Lines-Towels set double (sheets, case, towels): 50.00 € per booking",29,130.00,290.00,5700.00,1,"Chart plotter, Chart plotter in cockpit","Sprayhood, Dinghy, Cockpit speakers",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/1368174520000100201_O34_main.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368174550000100201_O34_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368174580000100201_O34_interior.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368175090000100201_O34_int1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/4341523330000100201_O34_main.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=506950240000100201,2026-04-19T00:32:30,ok,
Sardinia,NSS Charter,19231180786700260,Sun Odyssey 36i,Sun Odyssey 36i,2009,Sail boat,3,7,36,,,Portisco / Cala dei Sardi,11 Jul 2026,2574,2201,EUR,15.00,,Charter Pack 3cab (Cleaning + Sanification + Bed Linen + First Gas Bottle): 300.00 € per booking; Maddalena Park Ticket up to 39ft.: 60.00 € per week; Dinghy: included in price per booking,"BBQ: 110.00 € per week; Beach Towels: 10.00 € per booking; Damage Waiver (700 EUR deposit - refundable) - not possible for flotillas or charter longer than 2 weeks: 210.00 € per booking; Early Check-in (14:00pm - to be reconfirmed by NSS office): 300.00 € per booking; Inflatable Kayak (to be reconfirmed): 110.00 € per week; Inverter 12/220V (to be reconfirmed): 70.00 € per booking; Navbow Seascooter (+ deposit 600€ - to be confirmed by NSS): 390.00 € per week; Outboard engine mono: 130.00 € per week; Parking Place(for additional cars the cost is 110€ per week): 90.00 € per week; Safety Net Mono (to be reconfirmed): 160.00 € per booking; Sanification with Ozone: 80.00 € per booking; Second gas bottle: 30.00 € per booking; Small pet on board 30-42: 150.00 € per booking; Snorkeling Equipment Set (mask + flippers): 15.00 € per booking; SUP (to be reconfirmed): 110.00 € per week; Towels Set (small, medium, big): 18.00 € per booking",29,130.00,335.00,,1,"Autopilot, Chart plotter","Dinghy, Sprayhood, Teak Cockpit, Bimini",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/21488900720700260_LYRA01_vistalato.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21489010720700260_1567005917911_LYRA00_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488930720700260_LYRA07_dinette1.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488540720700260_LYRA00_layout.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488570720700260_LYRA01_vistalato.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488600720700260_LYRA02_poppa.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488630720700260_LYRA03_pozzetto.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488660720700260_LYRA04_organizer.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488690720700260_LYRA07_dinette1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488720720700260_LYRA08_dinette2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488750720700260_LYRA09_carteggio.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488780720700260_LYRA10_cucina.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488810720700260_LYRA11_cabina1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488840720700260_LYRA12_cabina2.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/21488870720700260_LYRA13_cabina3.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=19231180786700260,2026-04-19T00:32:34,ok,
Sardinia,Carloforte Sail Charter,506949450000100201,Dufour 405 GL,Dufour 405 GL,2011,Sail boat,3,6,40,13,7,Cagliari / Marina di Cagliari,4 Jul 2026,2800,2380,EUR,20.00,3500.0,End cleaning: 120.00 € per booking; suppl. for charter in Cagliari: 250.00 € per booking; Cagliari extra obligatorio: 250.00 € per booking,"Hostess, babysitter+food: 800.00 € per week; Inverter: 25.00 € per week; Linens-Towels set single (sheets, case, towels): 25.00 € per booking; Outboard: 100.00 € per week; Safety net (if available): 80.00 € per booking; Skipper + food: 1,400.00 € per week; SUP (stand up paddle): 150.00 € per week; Technical assistance (per hour): 30.00 € per booking; Wifi on board: 50.00 € per week; Lines-Towels set double (sheets, case, towels): 50.00 € per booking",40,200.00,380.00,8080.00,2,Chart plotter,"Sprayhood, Dinghy, Cockpit speakers",,,,,,2500.0,2800.0,3300.0,2500.0,2200.0,2200.0,2200.0,scraper,https://portal.booking-manager.com/bmdoc/2387130681200201_IMG_20180922_120633_resized_20180924_085815363.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368167170000100201_D405_layout.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368167210000100201_D405_interior.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/1368167250000100201_D405_ext1.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/4341513950000100201_D405_main.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=506949450000100201,2026-04-19T00:32:38,ok,"[{""from"": ""23.05.2026"", ""to"": ""04.07.2026"", ""price"": 2500.0, ""currency"": ""EUR""}, {""from"": ""04.07.2026"", ""to"": ""25.07.2026"", ""price"": 2800.0, ""currency"": ""EUR""}, {""from"": ""25.07.2026"", ""to"": ""22.08.2026"", ""price"": 3300.0, ""currency"": ""EUR""}, {""from"": ""22.08.2026"", ""to"": ""29.08.2026"", ""price"": 3000.0, ""currency"": ""EUR""}, {""from"": ""29.08.2026"", ""to"": ""05.09.2026"", ""price"": 2800.0, ""currency"": ""EUR""}, {""from"": ""05.09.2026"", ""to"": ""26.09.2026"", ""price"": 2500.0, ""currency"": ""EUR""}, {""from"": ""26.09.2026"", ""to"": ""31.12.2026"", ""price"": 2200.0, ""currency"": ""EUR""}]"
Sardinia,Spartivento,8696760539300129,Oceanis 35.1,Oceanis 35.1,2020,Sail boat,3,6,34,12,6,Olbia / Marina di Olbia,18 Jul 2026,2890,2457,EUR,20.00,,Maddalena permission: 100.00 € per week; Mooring on first and last day in our marina: included in price per booking; Starter Pack 1 (Bed linen in each cabin); Bath Towel set(1 bath towel + hand towel for each crew member); 1 Gas Bottle; Final cleaning; Outboard Engine): 500.00 € per booking,"BBQ (gas) Olbia: 150.00 € per week; Beach Towel: 10.00 € per booking; Cleaning for pets (if allowed): 150.00 € per booking; Coffee (10 capsules): 5.00 € per booking; Delayed check-in on Sunday morning: 200.00 € per booking; Early Check in at 15:00 Olbia (if possible): 350.00 € per booking; Extra Bath Towels per pax: 10.00 € per booking; Extra Sheets per pax: 15.00 € per booking; Kayak (sit on top) Olbia: 150.00 € per week; Safety Net for children mono (upon availability): 200.00 € per booking; SECURITY DEPOSIT CANCELLATION 1 - &quot;SailSafe&quot; (non refundable damage waiver, alternative to the deposit; NO deposit required) -Not applicable for flotillas and charters longer than two weeks-: 420.00 € per week; SUP Olbia: 120.00 € per week",,130.00,200.00,5500.00,1,"Chart plotter in cockpit, Bow thruster, Autopilot","Dinghy, Outboard engine, Teak Cockpit, Cockpit cushions, Electric winches, Inverter, Coffee maker, Electric toilet, Refrigerator",,,,,,,,,,,,,,https://portal.booking-manager.com/bmdoc/20221191384900129_1696952918965_IMG_0127.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/9173980888700129_Senza_titolo.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221231384900129_1696952934099_IMG_0082.webp?width=570&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221251384900129_IMG_0061.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221271384900129_IMG_0063.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221291384900129_IMG_0066.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221311384900129_IMG_0073.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221331384900129_IMG_0077.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221351384900129_IMG_0078.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221371384900129_IMG_0082.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221391384900129_IMG_0084.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221411384900129_IMG_0089.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221431384900129_IMG_0094.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221451384900129_IMG_0096.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221471384900129_IMG_0102.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221491384900129_IMG_0106.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221511384900129_IMG_0112.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221531384900129_IMG_0116.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221551384900129_IMG_0117.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221571384900129_IMG_0120.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221591384900129_IMG_0123.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221611384900129_IMG_0127.webp?width=720&defaultToEmpty=true|https://portal.booking-manager.com/bmdoc/20221631384900129_IMG_0128.webp?width=720&defaultToEmpty=true,https://portal.booking-manager.com/wbm2/page.html?view=YachtDetails&addMargins=true&templateType=responsive&companyid=7914&yachtId=8696760539300129,2026-04-19T00:32:43,ok,
